DriverName,Team,grid,position,points,status,year,round
Bottas,Mercedes,13,12,0,Finished,2021,12
Giovinazzi,Alfa Romeo,14,13,0,Finished,2021,12
Norris,McLaren,15,14,0,Finished,2021,12
Tsunoda,AlphaTauri,16,15,0,Finished,2021,12
Schumacher,Haas F1 Team,17,16,0,Finished,2021,12
Mazepin,Haas F1 Team,18,17,0,Finished,2021,12
Räikkönen,Alfa Romeo,0,18,0,Finished,2021,12
Pérez,Red Bull,0,19,0,Finished,2021,12
Stroll,Aston Martin,19,20,0,Finished,2021,12
Verstappen,Red Bull,1,1,25,Finished,2021,13
Hamilton,Mercedes,2,2,19,Finished,2021,13
Bottas,Mercedes,3,3,15,Finished,2021,13
Gasly,AlphaTauri,4,4,12,+1 Lap,2021,13
Leclerc,Ferrari,5,5,10,+1 Lap,2021,13
Alonso,Alpine F1 Team,9,6,8,+1 Lap,2021,13
Sainz,Ferrari,6,7,6,+1 Lap,2021,13
Pérez,Red Bull,0,8,4,+1 Lap,2021,13
Ocon,Alpine F1 Team,8,9,2,+1 Lap,2021,13
Norris,McLaren,13,10,1,+1 Lap,2021,13
Ricciardo,McLaren,10,11,0,+1 Lap,2021,13
Stroll,Aston Martin,12,12,0,+2 Laps,2021,13
Vettel,Aston Martin,15,13,0,+2 Laps,2021,13
Giovinazzi,Alfa Romeo,7,14,0,+2 Laps,2021,13
Kubica,Alfa Romeo,16,15,0,+2 Laps,2021,13
Latifi,Williams,0,16,0,+2 Laps,2021,13
Russell,Williams,11,17,0,Gearbox,2021,13
Schumacher,Haas F1 Team,17,18,0,+3 Laps,2021,13
Tsunoda,AlphaTauri,14,19,0,Power Unit,2021,13
Mazepin,Haas F1 Team,18,20,0,Hydraulics,2021,13
Ricciardo,McLaren,2,1,26,Finished,2021,14
Norris,McLaren,3,2,18,Finished,2021,14
Bottas,Mercedes,19,3,15,Finished,2021,14
Leclerc,Ferrari,5,4,12,Finished,2021,14
Pérez,Red Bull,8,5,10,Finished,2021,14
Sainz,Ferrari,6,6,8,Finished,2021,14
Stroll,Aston Martin,9,7,6,Finished,2021,14
Alonso,Alpine F1 Team,10,8,4,Finished,2021,14
Russell,Williams,14,9,2,Finished,2021,14
Ocon,Alpine F1 Team,12,10,1,Finished,2021,14
Latifi,Williams,13,11,0,Finished,2021,14
Vettel,Aston Martin,11,12,0,Finished,2021,14
Giovinazzi,Alfa Romeo,7,13,0,Finished,2021,14
Kubica,Alfa Romeo,17,14,0,Finished,2021,14
Schumacher,Haas F1 Team,18,15,0,Finished,2021,14
Mazepin,Haas F1 Team,16,16,0,Power Unit,2021,14
Hamilton,Mercedes,4,17,0,Collision,2021,14
Verstappen,Red Bull,1,18,0,Collision,2021,14
Gasly,AlphaTauri,0,19,0,Suspension,2021,14
Tsunoda,AlphaTauri,0,20,0,Brakes,2021,14
Hamilton,Mercedes,4,1,25,Finished,2021,15
Verstappen,Red Bull,20,2,18,Finished,2021,15
Sainz,Ferrari,2,3,15,Finished,2021,15
Ricciardo,McLaren,5,4,12,Finished,2021,15
Bottas,Mercedes,16,5,10,Finished,2021,15
Alonso,Alpine F1 Team,6,6,8,Finished,2021,15
Norris,McLaren,1,7,7,Finished,2021,15
Räikkönen,Alfa Romeo,13,8,4,Finished,2021,15
Pérez,Red Bull,8,9,2,Finished,2021,15
Russell,Williams,3,10,1,Finished,2021,15
Stroll,Aston Martin,7,11,0,Finished,2021,15
Vettel,Aston Martin,10,12,0,+1 Lap,2021,15
Gasly,AlphaTauri,11,13,0,+1 Lap,2021,15
Ocon,Alpine F1 Team,9,14,0,+1 Lap,2021,15
Leclerc,Ferrari,19,15,0,+1 Lap,2021,15
Giovinazzi,Alfa Romeo,17,16,0,+1 Lap,2021,15
Tsunoda,AlphaTauri,12,17,0,+1 Lap,2021,15
Mazepin,Haas F1 Team,15,18,0,+2 Laps,2021,15
Latifi,Williams,18,19,0,Accident,2021,15
Schumacher,Haas F1 Team,14,20,0,Oil leak,2021,15
Bottas,Mercedes,1,1,26,Finished,2021,16
Verstappen,Red Bull,2,2,18,Finished,2021,16
Pérez,Red Bull,6,3,15,Finished,2021,16
Leclerc,Ferrari,3,4,12,Finished,2021,16
Hamilton,Mercedes,11,5,10,Finished,2021,16
Gasly,AlphaTauri,4,6,8,Finished,2021,16
Norris,McLaren,7,7,6,Finished,2021,16
Sainz,Ferrari,19,8,4,Finished,2021,16
Stroll,Aston Martin,8,9,2,Finished,2021,16
Ocon,Alpine F1 Team,12,10,1,+1 Lap,2021,16
Giovinazzi,Alfa Romeo,16,11,0,+1 Lap,2021,16
Räikkönen,Alfa Romeo,17,12,0,+1 Lap,2021,16
Ricciardo,McLaren,20,13,0,+1 Lap,2021,16
Tsunoda,AlphaTauri,9,14,0,+1 Lap,2021,16
Russell,Williams,13,15,0,+1 Lap,2021,16
Alonso,Alpine F1 Team,5,16,0,+1 Lap,2021,16
Latifi,Williams,15,17,0,+1 Lap,2021,16
Vettel,Aston Martin,10,18,0,+1 Lap,2021,16
Schumacher,Haas F1 Team,14,19,0,+2 Laps,2021,16
Mazepin,Haas F1 Team,18,20,0,+2 Laps,2021,16
Verstappen,Red Bull,1,1,25,Finished,2021,17
Hamilton,Mercedes,2,2,19,Finished,2021,17
Pérez,Red Bull,3,3,15,Finished,2021,17
Leclerc,Ferrari,4,4,12,Finished,2021,17
Ricciardo,McLaren,6,5,10,Finished,2021,17
Bottas,Mercedes,9,6,8,Finished,2021,17
Sainz,Ferrari,5,7,6,Finished,2021,17
Norris,McLaren,7,8,4,Finished,2021,17
Tsunoda,AlphaTauri,10,9,2,+1 Lap,2021,17
Vettel,Aston Martin,18,10,1,+1 Lap,2021,17
Giovinazzi,Alfa Romeo,12,11,0,+1 Lap,2021,17
Stroll,Aston Martin,13,12,0,+1 Lap,2021,17
Räikkönen,Alfa Romeo,15,13,0,+1 Lap,2021,17
Russell,Williams,20,14,0,+1 Lap,2021,17
Latifi,Williams,14,15,0,+1 Lap,2021,17
Schumacher,Haas F1 Team,16,16,0,+2 Laps,2021,17
Mazepin,Haas F1 Team,17,17,0,+2 Laps,2021,17
Alonso,Alpine F1 Team,19,18,0,Rear wing,2021,17
Ocon,Alpine F1 Team,11,19,0,Mechanical,2021,17
Gasly,AlphaTauri,8,20,0,Suspension,2021,17
Verstappen,Red Bull,3,1,25,Finished,2021,18
Hamilton,Mercedes,2,2,18,Finished,2021,18
Pérez,Red Bull,4,3,15,Finished,2021,18
Gasly,AlphaTauri,5,4,12,Finished,2021,18
Leclerc,Ferrari,8,5,10,Finished,2021,18
Sainz,Ferrari,6,6,8,+1 Lap,2021,18
Vettel,Aston Martin,9,7,6,+1 Lap,2021,18
Räikkönen,Alfa Romeo,10,8,4,+1 Lap,2021,18
Alonso,Alpine F1 Team,12,9,2,+1 Lap,2021,18
Norris,McLaren,18,10,1,+1 Lap,2021,18
Giovinazzi,Alfa Romeo,11,11,0,+1 Lap,2021,18
Ricciardo,McLaren,7,12,0,+1 Lap,2021,18
Ocon,Alpine F1 Team,19,13,0,+1 Lap,2021,18
Stroll,Aston Martin,20,14,0,+2 Laps,2021,18
Bottas,Mercedes,1,15,0,+2 Laps,2021,18
Russell,Williams,16,16,0,+2 Laps,2021,18
Latifi,Williams,13,17,0,+2 Laps,2021,18
Mazepin,Haas F1 Team,15,18,0,+3 Laps,2021,18
Schumacher,Haas F1 Team,14,19,0,Collision,2021,18
Tsunoda,AlphaTauri,17,20,0,Collision,2021,18
Hamilton,Mercedes,10,1,25,Finished,2021,19
Verstappen,Red Bull,2,2,18,Finished,2021,19
Bottas,Mercedes,1,3,15,Finished,2021,19
Pérez,Red Bull,4,4,13,Finished,2021,19
Leclerc,Ferrari,6,5,10,Finished,2021,19
Sainz,Ferrari,3,6,8,Finished,2021,19
Gasly,AlphaTauri,7,7,6,+1 Lap,2021,19
Ocon,Alpine F1 Team,8,8,4,+1 Lap,2021,19
Alonso,Alpine F1 Team,12,9,2,+1 Lap,2021,19
Norris,McLaren,5,10,1,+1 Lap,2021,19
Vettel,Aston Martin,9,11,0,+1 Lap,2021,19
Räikkönen,Alfa Romeo,0,12,0,+1 Lap,2021,19
Russell,Williams,17,13,0,+1 Lap,2021,19
Giovinazzi,Alfa Romeo,13,14,0,+1 Lap,2021,19
Tsunoda,AlphaTauri,15,15,0,+1 Lap,2021,19
Latifi,Williams,16,16,0,+1 Lap,2021,19
Mazepin,Haas F1 Team,19,17,0,+2 Laps,2021,19
Schumacher,Haas F1 Team,18,18,0,+2 Laps,2021,19
Ricciardo,McLaren,11,19,0,Power loss,2021,19
Stroll,Aston Martin,14,20,0,Collision damage,2021,19
Hamilton,Mercedes,1,1,25,Finished,2021,20
Verstappen,Red Bull,7,2,19,Finished,2021,20
Alonso,Alpine F1 Team,3,3,15,Finished,2021,20
Pérez,Red Bull,11,4,12,Finished,2021,20
Ocon,Alpine F1 Team,9,5,10,Finished,2021,20
Stroll,Aston Martin,12,6,8,Finished,2021,20
Sainz,Ferrari,5,7,6,Finished,2021,20
Leclerc,Ferrari,13,8,4,Finished,2021,20
Norris,McLaren,4,9,2,+1 Lap,2021,20
Vettel,Aston Martin,10,10,1,+1 Lap,2021,20
Gasly,AlphaTauri,2,11,0,+1 Lap,2021,20
Ricciardo,McLaren,14,12,0,+1 Lap,2021,20
Tsunoda,AlphaTauri,8,13,0,+1 Lap,2021,20
Räikkönen,Alfa Romeo,16,14,0,+1 Lap,2021,20
Giovinazzi,Alfa Romeo,18,15,0,+1 Lap,2021,20
Schumacher,Haas F1 Team,19,16,0,+1 Lap,2021,20
Russell,Williams,15,17,0,+2 Laps,2021,20
Mazepin,Haas F1 Team,20,18,0,+2 Laps,2021,20
Latifi,Williams,17,19,0,Puncture,2021,20
Bottas,Mercedes,6,20,0,Damage,2021,20
Hamilton,Mercedes,1,1,26,Finished,2021,21
Verstappen,Red Bull,3,2,18,Finished,2021,21
Bottas,Mercedes,2,3,15,Finished,2021,21
Ocon,Alpine F1 Team,9,4,12,Finished,2021,21
Ricciardo,McLaren,11,5,10,Finished,2021,21
Gasly,AlphaTauri,6,6,8,Finished,2021,21
Leclerc,Ferrari,4,7,6,Finished,2021,21
Sainz,Ferrari,15,8,4,Finished,2021,21
Giovinazzi,Alfa Romeo,10,9,2,Finished,2021,21
Norris,McLaren,7,10,1,Finished,2021,21
Stroll,Aston Martin,18,11,0,Finished,2021,21
Latifi,Williams,16,12,0,Finished,2021,21
Alonso,Alpine F1 Team,13,13,0,+1 Lap,2021,21
Tsunoda,AlphaTauri,8,14,0,+1 Lap,2021,21
Räikkönen,Alfa Romeo,12,15,0,+1 Lap,2021,21
Vettel,Aston Martin,17,16,0,Collision damage,2021,21
Pérez,Red Bull,5,17,0,Collision,2021,21
Mazepin,Haas F1 Team,20,18,0,Collision,2021,21
Russell,Williams,14,19,0,Collision,2021,21
Schumacher,Haas F1 Team,19,20,0,Accident,2021,21
Verstappen,Red Bull,1,1,26,Finished,2021,22
Hamilton,Mercedes,2,2,18,Finished,2021,22
Sainz,Ferrari,5,3,15,Finished,2021,22
Tsunoda,AlphaTauri,8,4,12,Finished,2021,22
Gasly,AlphaTauri,12,5,10,Finished,2021,22
Bottas,Mercedes,6,6,8,Finished,2021,22
Norris,McLaren,3,7,6,Finished,2021,22
Alonso,Alpine F1 Team,11,8,4,Finished,2021,22
Ocon,Alpine F1 Team,9,9,2,Finished,2021,22
Leclerc,Ferrari,7,10,1,Finished,2021,22
Vettel,Aston Martin,15,11,0,Finished,2021,22
Ricciardo,McLaren,10,12,0,+1 Lap,2021,22
Stroll,Aston Martin,13,13,0,+1 Lap,2021,22
Schumacher,Haas F1 Team,19,14,0,+1 Lap,2021,22
Pérez,Red Bull,4,15,0,Engine,2021,22
Latifi,Williams,16,16,0,Accident,2021,22
Giovinazzi,Alfa Romeo,14,17,0,Gearbox,2021,22
Russell,Williams,17,18,0,Gearbox,2021,22
Räikkönen,Alfa Romeo,18,19,0,Brakes,2021,22
Mazepin,Haas F1 Team,20,20,0,Illness,2021,22
Leclerc,Ferrari,1,1,26,Finished,2022,1
Sainz,Ferrari,3,2,18,Finished,2022,1
Hamilton,Mercedes,5,3,15,Finished,2022,1
Russell,Mercedes,9,4,12,Finished,2022,1
Magnussen,Haas F1 Team,7,5,10,Finished,2022,1
Bottas,Alfa Romeo,6,6,8,Finished,2022,1
Ocon,Alpine F1 Team,11,7,6,Finished,2022,1
Tsunoda,AlphaTauri,16,8,4,Finished,2022,1
Alonso,Alpine F1 Team,8,9,2,Finished,2022,1
Zhou,Alfa Romeo,15,10,1,Finished,2022,1
Schumacher,Haas F1 Team,12,11,0,Finished,2022,1
Stroll,Aston Martin,19,12,0,Finished,2022,1
Albon,Williams,14,13,0,Finished,2022,1
Ricciardo,McLaren,18,14,0,Finished,2022,1
Norris,McLaren,13,15,0,Finished,2022,1
Latifi,Williams,20,16,0,Finished,2022,1
Hülkenberg,Aston Martin,17,17,0,Finished,2022,1
Pérez,Red Bull,4,18,0,Fuel pressure,2022,1
Verstappen,Red Bull,2,19,0,Fuel pressure,2022,1
Gasly,AlphaTauri,10,20,0,Power Unit,2022,1
Verstappen,Red Bull,4,1,25,Finished,2022,2
Leclerc,Ferrari,2,2,19,Finished,2022,2
Sainz,Ferrari,3,3,15,Finished,2022,2
Pérez,Red Bull,1,4,12,Finished,2022,2
Russell,Mercedes,6,5,10,Finished,2022,2
Ocon,Alpine F1 Team,5,6,8,Finished,2022,2
Norris,McLaren,11,7,6,Finished,2022,2
Gasly,AlphaTauri,9,8,4,Finished,2022,2
Magnussen,Haas F1 Team,10,9,2,Finished,2022,2
Hamilton,Mercedes,15,10,1,Finished,2022,2
Zhou,Alfa Romeo,12,11,0,Finished,2022,2
Hülkenberg,Aston Martin,17,12,0,Finished,2022,2
Stroll,Aston Martin,13,13,0,+1 Lap,2022,2
Albon,Williams,16,14,0,Collision damage,2022,2
Bottas,Alfa Romeo,8,15,0,Cooling system,2022,2
Alonso,Alpine F1 Team,7,16,0,Water pump,2022,2
Ricciardo,McLaren,14,17,0,Gearbox,2022,2
Latifi,Williams,18,18,0,Accident,2022,2
Tsunoda,AlphaTauri,19,19,0,Power Unit,2022,2
Schumacher,Haas F1 Team,0,20,0,Withdrew,2022,2
Leclerc,Ferrari,1,1,26,Finished,2022,3
Pérez,Red Bull,3,2,18,Finished,2022,3
Russell,Mercedes,6,3,15,Finished,2022,3
Hamilton,Mercedes,5,4,12,Finished,2022,3
Norris,McLaren,4,5,10,Finished,2022,3
Ricciardo,McLaren,7,6,8,Finished,2022,3
Ocon,Alpine F1 Team,8,7,6,Finished,2022,3
Bottas,Alfa Romeo,12,8,4,Finished,2022,3
Gasly,AlphaTauri,11,9,2,Finished,2022,3
Albon,Williams,20,10,1,Finished,2022,3
Zhou,Alfa Romeo,14,11,0,Finished,2022,3
Stroll,Aston Martin,19,12,0,Finished,2022,3
Schumacher,Haas F1 Team,15,13,0,+1 Lap,2022,3
Magnussen,Haas F1 Team,16,14,0,+1 Lap,2022,3
Tsunoda,AlphaTauri,13,15,0,+1 Lap,2022,3
Latifi,Williams,18,16,0,+1 Lap,2022,3
Alonso,Alpine F1 Team,10,17,0,+1 Lap,2022,3
Verstappen,Red Bull,2,18,0,Fuel leak,2022,3
Vettel,Aston Martin,17,19,0,Accident,2022,3
Sainz,Ferrari,9,20,0,Spun off,2022,3
Verstappen,Red Bull,1,1,26,Finished,2022,4
Pérez,Red Bull,3,2,18,Finished,2022,4
Norris,McLaren,5,3,15,Finished,2022,4
Russell,Mercedes,11,4,12,Finished,2022,4
Bottas,Alfa Romeo,7,5,10,Finished,2022,4
Leclerc,Ferrari,2,6,8,Finished,2022,4
Tsunoda,AlphaTauri,12,7,6,Finished,2022,4
Vettel,Aston Martin,13,8,4,Finished,2022,4
Magnussen,Haas F1 Team,8,9,2,Finished,2022,4
Stroll,Aston Martin,15,10,1,+1 Lap,2022,4
Albon,Williams,18,11,0,+1 Lap,2022,4
Gasly,AlphaTauri,17,12,0,+1 Lap,2022,4
Hamilton,Mercedes,14,13,0,+1 Lap,2022,4
Ocon,Alpine F1 Team,16,14,0,+1 Lap,2022,4
Zhou,Alfa Romeo,0,15,0,+1 Lap,2022,4
Latifi,Williams,19,16,0,+1 Lap,2022,4
Schumacher,Haas F1 Team,10,17,0,+1 Lap,2022,4
Ricciardo,McLaren,6,18,0,+1 Lap,2022,4
Alonso,Alpine F1 Team,9,19,0,Collision damage,2022,4
Sainz,Ferrari,4,20,0,Collision,2022,4
Verstappen,Red Bull,3,1,26,Finished,2022,5
Leclerc,Ferrari,1,2,18,Finished,2022,5
Sainz,Ferrari,2,3,15,Finished,2022,5
Pérez,Red Bull,4,4,12,Finished,2022,5
Russell,Mercedes,12,5,10,Finished,2022,5
Hamilton,Mercedes,6,6,8,Finished,2022,5
Bottas,Alfa Romeo,5,7,6,Finished,2022,5
Ocon,Alpine F1 Team,20,8,4,Finished,2022,5
Albon,Williams,18,9,2,Finished,2022,5
Stroll,Aston Martin,0,10,1,Finished,2022,5
Alonso,Alpine F1 Team,11,11,0,Finished,2022,5
Tsunoda,AlphaTauri,9,12,0,Finished,2022,5
Ricciardo,McLaren,14,13,0,Finished,2022,5
Latifi,Williams,19,14,0,Finished,2022,5
Schumacher,Haas F1 Team,15,15,0,Finished,2022,5
Magnussen,Haas F1 Team,16,16,0,Front wing,2022,5
Vettel,Aston Martin,0,17,0,Collision,2022,5
Gasly,AlphaTauri,7,18,0,Suspension,2022,5
Norris,McLaren,8,19,0,Collision,2022,5
Zhou,Alfa Romeo,17,20,0,Water leak,2022,5
Verstappen,Red Bull,2,1,25,Finished,2022,6
Pérez,Red Bull,5,2,19,Finished,2022,6
Russell,Mercedes,4,3,15,Finished,2022,6
Sainz,Ferrari,3,4,12,Finished,2022,6
Hamilton,Mercedes,6,5,10,Finished,2022,6
Bottas,Alfa Romeo,7,6,8,Finished,2022,6
Ocon,Alpine F1 Team,12,7,6,Finished,2022,6
Norris,McLaren,11,8,4,Finished,2022,6
Alonso,Alpine F1 Team,20,9,2,+1 Lap,2022,6
Tsunoda,AlphaTauri,13,10,1,+1 Lap,2022,6
Vettel,Aston Martin,16,11,0,+1 Lap,2022,6
Ricciardo,McLaren,9,12,0,+1 Lap,2022,6
Gasly,AlphaTauri,14,13,0,+1 Lap,2022,6
Schumacher,Haas F1 Team,10,14,0,+1 Lap,2022,6
Stroll,Aston Martin,17,15,0,+1 Lap,2022,6
Latifi,Williams,19,16,0,+2 Laps,2022,6
Magnussen,Haas F1 Team,8,17,0,+2 Laps,2022,6
Albon,Williams,18,18,0,+2 Laps,2022,6
Zhou,Alfa Romeo,15,19,0,Power loss,2022,6
Leclerc,Ferrari,1,20,0,Turbo,2022,6
Pérez,Red Bull,3,1,25,Finished,2022,7
Sainz,Ferrari,2,2,18,Finished,2022,7
Verstappen,Red Bull,4,3,15,Finished,2022,7
Leclerc,Ferrari,1,4,12,Finished,2022,7
Russell,Mercedes,6,5,10,Finished,2022,7
Norris,McLaren,5,6,9,Finished,2022,7
Alonso,Alpine F1 Team,7,7,6,Finished,2022,7
Hamilton,Mercedes,8,8,4,Finished,2022,7
Bottas,Alfa Romeo,12,9,2,Finished,2022,7
Vettel,Aston Martin,9,10,1,Finished,2022,7
Gasly,AlphaTauri,17,11,0,Finished,2022,7
Ocon,Alpine F1 Team,10,12,0,Finished,2022,7
Ricciardo,McLaren,14,13,0,Finished,2022,7
Stroll,Aston Martin,18,14,0,Finished,2022,7
Latifi,Williams,19,15,0,+1 Lap,2022,7
Zhou,Alfa Romeo,20,16,0,+1 Lap,2022,7
Tsunoda,AlphaTauri,11,17,0,+1 Lap,2022,7
Albon,Williams,16,18,0,Mechanical,2022,7
Schumacher,Haas F1 Team,15,19,0,Accident,2022,7
Magnussen,Haas F1 Team,13,20,0,Water pressure,2022,7
Verstappen,Red Bull,3,1,25,Finished,2022,8
Pérez,Red Bull,2,2,19,Finished,2022,8
Russell,Mercedes,5,3,15,Finished,2022,8
Hamilton,Mercedes,7,4,12,Finished,2022,8
Gasly,AlphaTauri,6,5,10,Finished,2022,8
Vettel,Aston Martin,9,6,8,Finished,2022,8
Alonso,Alpine F1 Team,10,7,6,Finished,2022,8
Ricciardo,McLaren,12,8,4,Finished,2022,8
Norris,McLaren,11,9,2,Finished,2022,8
Ocon,Alpine F1 Team,13,10,1,Finished,2022,8
Bottas,Alfa Romeo,15,11,0,+1 Lap,2022,8
Albon,Williams,17,12,0,+1 Lap,2022,8
Tsunoda,AlphaTauri,8,13,0,+1 Lap,2022,8
Schumacher,Haas F1 Team,20,14,0,+1 Lap,2022,8
Latifi,Williams,18,15,0,+1 Lap,2022,8
Stroll,Aston Martin,19,16,0,Vibrations,2022,8
Magnussen,Haas F1 Team,16,17,0,Power Unit,2022,8
Zhou,Alfa Romeo,14,18,0,Hydraulics,2022,8
Leclerc,Ferrari,1,19,0,Power Unit,2022,8
Sainz,Ferrari,4,20,0,Hydraulics,2022,8
Verstappen,Red Bull,1,1,25,Finished,2022,9
Sainz,Ferrari,3,2,19,Finished,2022,9
